lastname	firstname	cp_name	tags	pseudonyms
Whelan	Michael	Michael Whelan	sci-fi, fantasy	
Whistler	James Abbott McNeill	James Abbott McNeill Whistler	whimsical, low contrast	
Whitaker	William	William Whitaker
White	Tim	Tim White	sci-fi, fantasy, landscape	
Whiteley	Brett	Brett Whiteley
Whiteread	Rachel	Rachel Whiteread
Whitmore	Coby	Coby Whitmore	portrait, scene	
Whitten	Jack	Jack Whitten
Whittredge	Worthington	Worthington Whittredge
Wiesenfeld	Aron	Aron Wiesenfeld
Wiesner	David	David Wiesner	cartoon, children's illustration, whimsical	
Wiggins	Guy Carleton	Guy Carleton Wiggins
Wileman	Peter	Peter Wileman
Wiley	Kehinde	Kehinde Wiley	melanin, photorealism, portrait, vibrant, colorful, detailed	
Wilhelm	John	John Wilhelm
Wilk	Emilia	Emilia Wilk
Wilkes	Cathy	Cathy Wilkes
Wilkins	Edward Blair	Edward Blair Wilkins
Wilkinson	Arthur Stanley	Arthur Stanley Wilkinson
Williams	Gilbert	Gilbert Williams	fantasy, landscape	
Williams	Kyffin	Kyffin Williams
Williams	Robert	Robert Williams	detailed, collage, surrealism	
Williamson	Al	Al Williamson	comics, sci-fi, fantasy	
Willink	Carel	Carel Willink
Wiltshire	Stephen	Stephen Wiltshire
Wimberly	Ronald	Ronald Wimberly
Winkelmann	Mike	Mike Winkelmann	digital	Beeple
Winogrand	Garry	Garry Winogrand	photography,	
Winterhalter	Franz Xaver	Franz Xaver Winterhalter	portrait, romanticism	
Wirth	Nathan	Nathan Wirth
Wittfooth	Martin	Martin Wittfooth
Wittmann	Klaus	Klaus Wittmann
Witz	Dan	Dan Witz
Woelfel	Brandon	Brandon Woelfel	photography,	
Wojnarowicz	David	David Wojnarowicz	photography, collage	
Wolstenholme	Jonathan	Jonathan Wolstenholme
Wong	Liam	Liam Wong	photography, colorful, vibrant, sci-fi	
Wonner	Paul	Paul Wonner
Wood	Ashley	Ashley Wood
Wood	Grant	Grant Wood
Wood-Evans	Jake	Jake Wood-Evans
Woodman	Francesca	Francesca Woodman
Woodring	Jim	Jim Woodring
Woodroffe	Patrick	Patrick Woodroffe	sci-fi, surrealism, detailed	
Woodruff	Hale	Hale Woodruff	figurative, cubism	
Wool	Christopher	Christopher Wool
Worrall	Mike	Mike Worrall	scene, surrealism	
Wray	William	William Wray
Wrede	Thomas	Thomas Wrede
Wright	Frank Lloyd	Frank Lloyd Wright	architecture, arc deco, angular	
Wrightson	Bernie	Bernie Wrightson	horror, comics, high contrast, monochromatic, detailed, dark	
Wtewael	Joachim	Joachim Wtewael
Wu	Bayard	Bayard Wu	fantasy	
Wu	Tooth	Tooth Wu
Wyeth	Andrew	Andrew Wyeth	realism, scene	
Wyeth	N.C.	N.C. Wyeth
Wylie	Rose	Rose Wylie
Wysocki	Charles	Charles Wysocki
Wyspiański	Stanisław	Stanisław Wyspiański
Xuan	Qian	Qian Xuan	landscape, scene	
Yamamoto	Takato	Takato Yamamoto	dark, detailed, portrait	
Yang	Gene Luen	Gene Luen Yang
Yarrow	David	David Yarrow
Yasunari	Ikenaga	Ikenaga Yasunari
Ye	Liu	Liu Ye
Yeats	Jack Butler	Jack Butler Yeats	impressionism, expressionism,	
Yeats	John Butler	John Butler Yeats
Yerka	Jacek	Jacek Yerka	detailed, surrealism	
Yermolova	Iryna	Iryna Yermolova
Yiadom-Boakye	Lynette	Lynette Yiadom-Boakye
Yoon	Dain	Dain Yoon
Yoro	Sean	Sean Yoro	street art, portrait	
Yoshida	Akihiko	Akihiko Yoshida
Yoshida	Hiroshi	Hiroshi Yoshida	ukiyo-e, landscape, detailed	
Yoshii	Chie	Chie Yoshii	character, portrait, detailed	
Yoshioka	Tokujin	Tokujin Yoshioka	light, architecture, installation, photography	
Youll	Stephen	Stephen Youll
Young	Skottie	Skottie Young	comics, cartoon, vibrant	
Yue	Xiaofei	Xiaofei Yue
Yuon	Konstantin	Konstantin Yuon
Yuumei Yuumei	digital, whimsical, character	
Zabaleta	Rafael	Rafael Zabaleta
Zacharevic	Ernest	Ernest Zacharevic
Zadkine	Ossip	Ossip Zadkine
Zagar	Isaiah	Isaiah Zagar
Zatzka	Hans	Hans Zatzka	realism, scene, romanticism, detailed	
Zdarsky	Chip	Chip Zdarsky
Zener	Eric	Eric Zener
Zenin	Igor	Igor Zenin
Zhen	Chen	Chen Zhen
Zhong	Fenghua	Fenghua Zhong
Zhuravleva	Anka	Anka Zhuravleva
Zirnite	Nele	Nele Zirnite	monochromatic, dark, surrealism	
Zorach	William	William Zorach
Zorn	Anders	Anders Zorn
Zumthor	Peter	Peter Zumthor
Zupa	Ravi	Ravi Zupa
Vivier	Camille	Camille Vivier
Yata	Hannah	Hannah Yata	surrealism, psychedelic, detailed	
Aagaard	Zacharias Martin	Zacharias Martin Aagaard	-	
Aaltonen	Wäinö	Wäinö Aaltonen	-	
Abbott	Elenore	Elenore Abbott	-	
Abe	Yoshitoshi	Yoshitoshi Abe	-	
Adams	Scott	Scott Adams	-	
Adams	Tracey	Tracey Adams
Afshar	Petros	Petros Afshar	-	
Aida	Makoto	Makoto Aida	-	
Al Gazzar	Abdel Hadi	Abdel Hadi Al Gazzar	-	
Al Halyan	Moosa	Moosa Al Halyan	-	
Albani	Francesco	Francesco Albani	-	
Alexander	Lena	Lena Alexander	-	
Allers	Christian Wilhelm	Christian Wilhelm Allers	-	
Allinson	Adrian Paul	Adrian Paul Allinson
Amani	Charly	Charly Amani	-	
Amano	Yumihiko	Yumihiko Amano	-	
Amaringo	Pablo	Pablo Amaringo	-	
Amundsen	Even Mehl	Even Mehl Amundsen
Ancher	Helga	Helga Ancher
Angus	Glen	Glen Angus	-	
Anno	Moyoco	Moyoco Anno
Antigna	Alexandre	Alexandre Antigna	-	
Aoki	Shigeru	Shigeru Aoki	-	
Aoyama	Tokio	Tokio Aoyama	-	
Arakawa	Hiromu	Hiromu Arakawa	-	
Arinouchkine	Andréi	Andréi Arinouchkine	-	
Arms Botke	Jessie	Jessie Arms Botke	-	
Aronson	David	David Aronson	-	
Art	Kubisi	Kubisi Art
Asghar	Anas	Anas Asghar
Auffray	Marie-Thérèse	Marie-Thérèse Auffray	-	
Avon	John	John Avon	-	
Avril I	Jean-Jacques	Jean-Jacques Avril I	-	
Aydogdu	Aykut	Aykut Aydogdu	-	
Bá	Gabriel	Gabriel Bá
Baizley	John	John Baizley	-	
Balbusso	Anna and Elena	Anna and Elena Balbusso	-	
Barbucci	Alessandro	Alessandro Barbucci	-	
Barceló	Tomàs	Tomàs Barceló	-	
Barra	Didier	Didier Barra	-	Monsù Desiderio
Barton	Del Kathryn	Del Kathryn Barton
Bashkirtseff	Marie	Marie Bashkirtseff	-	
Baskin	Leonard	Leonard Baskin	-	
Basset	Françoise	Françoise Basset	-	
Battiss	Walter	Walter Battiss	-	
Bauck	Joanna	Joanna Bauck	-	
Bawa	Manjit	Manjit Bawa	-	
Bechtle	Robert	Robert Bechtle	photorealism, streetscape	
Becker	Florianne	Florianne Becker
Bedulenko	Max	Max Bedulenko	-	
Beihong	Xu	Xu Beihong	-	
Belarski	Rudolph	Rudolph Belarski	scene, comics	
Bell	Pedro	Pedro Bell	collage, abstract	
Bellange	Jacques	Jacques Bellange
Bendre	Narayan Shridhar	Narayan Shridhar Bendre	-	
Bennett	Joe	Joe Bennett
Benning	Richard	Richard Benning	-	
Benscoter	Wes	Wes Benscoter	horror,	
Berenstain	Jan	Jan Berenstain
Berg	Aase	Aase Berg	-	
Bernea	Horia	Horia Bernea	-	
Bevan	Robert	Robert Bevan	watercolor, landscape	
Beyit	Kerem	Kerem Beyit
Bhattacharjee	Bikash	Bikash Bhattacharjee	-	
Biddle	George	George Biddle	-	
Bissette	Stephen	Stephen Bissette	-	
Blanché	Pascal	Pascal Blanché	-	
Blasingame	Marguerite	Marguerite Blasingame	-	
Bleyl	Fritz	Fritz Bleyl	-	
Bliss	Stephen	Stephen Bliss	-	
Bloch	Albert	Albert Bloch	-	
Bloom	Hyman	Hyman Bloom	-	
Blume	Peter	Peter Blume	-	
Bocchio	Carlo	Carlo Bocchio	-	
Bodo	Camille-Pierre Pambu	Camille-Pierre Pambu Bodo	-	
Bogen	Alexander	Alexander Bogen	-	
Bogomazov	Oleksandr	Oleksandr Bogomazov	-	
Boily	Louis-Léopold	Louis-Léopold Boily
Bolton	John	John Bolton	-	
Bonner	Paul	Paul Bonner	-	
Bonson	Tom	Tom Bonson
Boquet	François	François Boquet	-	
Bouzianis	George	George Bouzianis	-	
Bracht	Eugen	Eugen Bracht
Brauer	Arik	Arik Brauer	-	
Bredenbekk	Børge	Børge Bredenbekk	-	
Breton	Elisa	Elisa Breton	-	
Bridgwater	Emmy	Emmy Bridgwater	-	
Britenbucher	Renie	Renie Britenbucher	-	
Broom	Lee	Lee Broom
Brosnan	Pierce	Pierce Brosnan	-	
Brundage	Margaret	Margaret Brundage
Brunet	Marc	Marc Brunet
Bruyn the Elder	Barthel	Barthel Bruyn the Elder
Bruyn the Younger	Barthel	Barthel Bruyn the Younger
Bua	Justin	Justin Bua	surrealism,	
Buffet	Warren	Warren Buffet	-	
Busciglio	Nicholas	Nicholas Busciglio	figurativism, impressionism	
Bush	George	George Bush	-	
Busiek	Kurt	Kurt Busiek
Buzzelli	Guido	Guido Buzzelli	-	
Caffi	Ippolito	Ippolito Caffi
Calder	Alexander Milne	Alexander Milne Calder	sculpture, 	
Caliari	Benedetto	Benedetto Caliari
Camargo	Iberê	Iberê Camargo
Campendonk	Heinrich	Heinrich Campendonk
Camuncoli	Giuseppe	Giuseppe Camuncoli
Caniglia	Jeremy	Jeremy Caniglia
Cantone	Giovanni Gabriele	Giovanni Gabriele Cantone	baroque, romanticism, portrait	
Canty	Thomas	Thomas Canty
Capullo	Greg	Greg Capullo
Carbonell	Nacho	Nacho Carbonell	sculpture, light, installation	
Caron	Marcel	Marcel Caron
Carreño de Miranda	Juan	Juan Carreño de Miranda
Carson	David	David Carson	graphic design	
Carte	Anto	Anto Carte
Carter	Keith	Keith Carter
Castiglione	Giovanni Benedetto	Giovanni Benedetto Castiglione
Catargi	Henri	Henri Catargi	impressionism, still life, landscape	
Cawén	Alvar	Alvar Cawén	-	
Cearley	Clint	Clint Cearley	-	
Chan	Pierre-Mony	Pierre-Mony Chan	-	
Chebokha	Artem	Artem Chebokha	-	RHADS
Chernik	Echo	Echo Chernik	-	
Chevalier	Li	Li Chevalier
Chiang	Doug	Doug Chiang
Chin	Zeen	Zeen Chin
Chuangxing	Zeng	Zeng Chuangxing
Chung	Peter	Peter Chung
Cinar	Yildiray	Yildiray Cinar
CLAMP CLAMP	-	
Cold	Chris	Chris Cold
Colletta	Vince	Vince Colletta
Coolidge	Cassius Marcellus	Cassius Marcellus Coolidge	scene, dogs	
Copley	William	William Copley	-	
Cortes	Eduard	Eduard Cortes
Costa	Giovanni (Nino)	Giovanni (Nino) Costa	-	
Costa the Elder	Lorenzo	Lorenzo Costa the Elder
Costa the Younger	Lorenzo	Lorenzo Costa the Younger
Cotton	Brent	Brent Cotton	-	
Coville	Bruce	Bruce Coville
Craft	Kinuko Y.	Kinuko Y. Craft
Crawford	Ralston	Ralston Crawford	-	
Cronenberg	David	David Cronenberg	-	
Cross	Peter	Peter Cross	-	
Croy	Peter	Peter Croy	-	
Csontváry Kosztka	Tivadar	Tivadar Csontváry Kosztka	-	
Currie	Justin	Justin Currie	-	
da Silva	João Artur	João Artur da Silva	-	
Dąbrowski	Kazimierz	Kazimierz Dąbrowski
Dale	Jeremy	Jeremy Dale
Damast	Elba	Elba Damast	-	
Das	Sunil	Sunil Das	-	
Davis	Alan	Alan Davis	comics	
Day	Anthony	Anthony Day	-	
de Critz	Emmanuel	Emmanuel de Critz	baroque, portrait	
De Nomé	François	François De Nomé	-	Monsù Desiderio
De Ro	Jonas	Jonas De Ro	-	
De Smet	Gustave	Gustave De Smet	-	
de Souza-Cardoso	Amadeo	Amadeo de Souza-Cardoso	-	
del Barco	Jesús Meneses	Jesús Meneses del Barco	-	
Del Rio	Eddie	Eddie Del Rio
Deschamps	Eric	Eric Deschamps	fantasy, sci-fi, digital	
Desiderio	Monsù	Monsù Desiderio	-	
Deyneka	Aleksandr	Aleksandr Deyneka	realism, expressionism	
Di Cavalcanti	Emiliano	Emiliano Di Cavalcanti	-	
Djukaric	Dusan	Dusan Djukaric	-	
Dobuzhinsky	Mstislav	Mstislav Dobuzhinsky	-	
Dohanos	Stevan	Stevan Dohanos	-	
Domaradzki	Grzegorz	Grzegorz Domaradzki	-	
Domínguez	Óscar	Óscar Domínguez	-	
Donghi	Antonio	Antonio Donghi	-	
Dongjun Lu	Russell	Russell Dongjun Lu	-	
Dos Santos	Dan	Dan Dos Santos
Dossena	Emilio Giuseppe	Emilio Giuseppe Dossena	-	
Dottori	Gerardo	Gerardo Dottori	-	
Driggs	Elsie	Elsie Driggs
Dros	Alberto	Alberto Dros	photography, landscape, nature	
du Puigaudeau	Ferdinand	Ferdinand du Puigaudeau
Dulac	Germaine	Germaine Dulac	-	
Dulbecco	Gian Paolo	Gian Paolo Dulbecco	-	
Dupas	Jean	Jean Dupas	-	
Durán	Victorina	Victorina Durán	-	
Dvořák	František	František Dvořák	-	
Eckhardt	Danielle	Danielle Eckhardt	-	
Eckhout	Albert	Albert Eckhout	-	
Eibatova	Karine	Karine Eibatova	-	
Elder	Collin	Collin Elder	-	
Ellenshaw	Harrison	Harrison Ellenshaw	-	
Ellingham	Cody	Cody Ellingham
Elliott	Harold	Harold Elliott	-	
Ellison	Charles	Charles Ellison	-	
Eloy	Mário	Mário Eloy	-	
Éluard	Nusch	Nusch Éluard	-	
Embleton	Ron	Ron Embleton	comics, scene, detailed	
Embry	Norris	Norris Embry	-	
Engström	Leander	Leander Engström	-	
Ernst	Jimmy	Jimmy Ernst	abstract, expressionism	
Evergood	Philip	Philip Evergood	-	
Fahrenkrog	Ludwig	Ludwig Fahrenkrog
Faithfull	Andrew Boog	Andrew Boog Faithfull
Faithorne	William	William Faithorne
Falconet	Étienne Maurice	Étienne Maurice Falconet
Fautrier	Jean	Jean Fautrier	-	
Fedosav	Alexander	Alexander Fedosav	-	
Fegredo	Duncan	Duncan Fegredo	-	
Fein	Sylvia	Sylvia Fein	-	
Felixmüller	Conrad	Conrad Felixmüller	-	
Fernández	Agustín	Agustín Fernández	-	
Fiebig	Frédéric	Frédéric Fiebig	-	
Filiger	Charles	Charles Filiger
Fitzpatrick	Art	Art Fitzpatrick	cars, scene, 	
Fjell	Kai	Kai Fjell	-	
Flowers	Hannah	Hannah Flowers	-	
Flynn	Danny	Danny Flynn	-	
Foujita	Tsuguharu	Tsuguharu Foujita	expressionism, magic realism	
Francés	Victoria	Victoria Francés	-	
Frenchy Frenchy	-	
Friese	Richard	Richard Friese	-	
Friesz	Othon	Othon Friesz
Fukuzawa	Ichiro	Ichiro Fukuzawa	-	
Fumito	Ueda	Ueda Fumito	-	
Gabbiani	Anton Domenico	Anton Domenico Gabbiani	baroque, scene	
Gahō	Hashimoto	Hashimoto Gahō	-	
Gallen-Kallela	Akseli	Akseli Gallen-Kallela
Garnelo	José	José Garnelo	-	
Garney	Ron	Ron Garney
Gascar	Henri	Henri Gascar	-	
Gassler	Josef	Josef Gassler	-	
Gerstl	Richard	Richard Gerstl	-	
Gibran	Kahlil	Kahlil Gibran	-	
Gierymski	Aleksander	Aleksander Gierymski	-	
Gimel	Georges	Georges Gimel	-	
Giménez	Juan	Juan Giménez	-	
Goeritz	Mathias	Mathias Goeritz	-	
Goldblatt	Lydia	Lydia Goldblatt	photography	
Gomez	Pablo Munoz	Pablo Munoz Gomez	-	
Gonzalez	Rodel	Rodel Gonzalez	-	
Gotlib	Henryk	Henryk Gotlib	-	
Goyo	Hashiguchi	Hashiguchi Goyo	-	
Granz	Matt	Matt Granz
Greene	Balcomb	Balcomb Greene
Greene	Milton H.	Milton H. Greene	photography,	
Grey	Allyson	Allyson Grey	-	
Griepenkerl	Christian	Christian Griepenkerl	-	
Griffin	Rick	Rick Griffin
Griffiths	Mitch	Mitch Griffiths	realism, scene, portrait	
Grimmer	Jordan	Jordan Grimmer	-	
Gritchenko	Alexis	Alexis Gritchenko	-	
Grubaugh	Carson	Carson Grubaugh
Grünewald	Isaac	Isaac Grünewald	-	
Guangjian	Huang	Huang Guangjian	-	
Gustafson	Scott	Scott Gustafson	storybook realism, whimsical, children's illustration, fantasy	
Häfner	Thomas	Thomas Häfner	-	
Haker	Matthias	Matthias Haker
Hákonarson	Einar	Einar Hákonarson	-	
Hamiti	Bess	Bess Hamiti	landscape, vibrant, magic realism	
Hammer	Victor	Victor Hammer	-	
Han	Yeong-Hao	Yeong-Hao Han	-	
Hara	Tetsuo	Tetsuo Hara	-	
Harlamoff	Alexei	Alexei Harlamoff	-	
Hausner	Rudolf	Rudolf Hausner	-	
Hawker	Thomas	Thomas Hawker
Hawkins	Emery	Emery Hawkins	-	
Hawkinson	Tim	Tim Hawkinson
Heath	Dave	Dave Heath
Heijermans	Hubertine	Hubertine Heijermans	-	
Helfer	Fay	Fay Helfer
Hem	Andrew	Andrew Hem	-	
Henrichon	Niko	Niko Henrichon	-	
Hersey	Edward	Edward Hersey
Herzog	Werner	Werner Herzog	film, personality	
Hescox	Richard	Richard Hescox
Hesse	Eva	Eva Hesse
Hester	Joy	Joy Hester	-	
Higgins	John	John Higgins	-	
Hill	Kevin	Kevin Hill
Hinterreiter	Hans	Hans Hinterreiter	-	
Hirano	Kouta	Kouta Hirano	-	
Hobbema	Meindert	Meindert Hobbema
Hofer	Karl	Karl Hofer	-	
Hofhuizen	Willem	Willem Hofhuizen	-	
Hollósy	Simon	Simon Hollósy	-	
Hondius	Hendrik	Hendrik Hondius
Hong	Kuang	Kuang Hong	fantasy, digital, dark	
Hongzhong	Gu	Gu Hongzhong	-	
Hoong	Tang Yau	Tang Yau Hoong
Hordiienko	Tatiana	Tatiana Hordiienko	-	
Howard	Ken	Ken Howard
Hugo	Valentine	Valentine Hugo	-	
Huss	Judson	Judson Huss	-	
Hutty	Alfred Heber	Alfred Heber Hutty
Ida	Yukimasa	Yukimasa Ida	-	
Ingels	Graham	Graham Ingels	-	
Ingle	John Stuart	John Stuart Ingle	-	
Isak	Gabriel	Gabriel Isak	-	
Ishida	Tetsuya	Tetsuya Ishida	-	
Ishiguro	Ayako	Ayako Ishiguro	-	
Jaakola	Alpo	Alpo Jaakola	-	
Jacovleff	Alexandre	Alexandre Jacovleff	-	
Jakuchū	Itō	Itō Jakuchū
Jaśnikowski	Jarosław	Jarosław Jaśnikowski	-	
Jasso	Jaime	Jaime Jasso
Jedruszek	Tomasz	Tomasz Jedruszek	-	
Jespers	Floris	Floris Jespers	-	
Jethani	Saurabh	Saurabh Jethani
Jodorowsky	Alejandro	Alejandro Jodorowsky	-	
Johansen	Einer	Einer Johansen	-	
Johnston	Miles	Miles Johnston	-	
Jones	Eddie	Eddie Jones	-	
Jones	J. G.	J. G. Jones	-	
Jones	Lois Mailou	Lois Mailou Jones	colorful, vibrant, melanin	
Jonson	Sven	Sven Jonson	-	
Jung	Tom	Tom Jung	-	
Jungen	Brian	Brian Jungen
Kamoi	Rei	Rei Kamoi	-	
Kanitz	Felix Philipp	Felix Philipp Kanitz	-	
Kanoldt	Alexander	Alexander Kanoldt	-	
Karimova	Elina	Elina Karimova
Katsura	Yuki	Yuki Katsura	-	
Katsuragawa	Hiroshi	Hiroshi Katsuragawa	-	
Kawacy Kawacy	-	
Keane	Bil	Bil Keane	-	
Keane	Jeff	Jeff Keane	-	
Keel	Carl Eugen	Carl Eugen Keel	-	
Keene	Lisa	Lisa Keene	storybook realism,	
Kelly	Felix	Felix Kelly	-	
Kelly	Patrick	Patrick Kelly	-	
Kelsner	Alfred	Alfred Kelsner	-	
Kernn-Larsen	Rita	Rita Kernn-Larsen	-	
Kidner	Michael	Michael Kidner
Kieryluk	Igor	Igor Kieryluk
Kim	Sung	Sung Kim
Kimball	Ward	Ward Kimball	-	
King	Tom	Tom King	-	
Kingsley	Harry	Harry Kingsley
Kinkaid	Thomas C.	Thomas C. Kinkaid	-	
Kirkman	Robert	Robert Kirkman	comics, dark	
Klinger	Max	Max Klinger	-	
Knutson	Greta	Greta Knutson	-	
Kochabua	Prateep	Prateep Kochabua	-	
Kochar	Yervand	Yervand Kochar
Koga	Harue	Harue Koga	-	
Koike	Takeshi	Takeshi Koike	-	
Koitsu	Tsuchiya	Tsuchiya Koitsu
Komarck	Michael	Michael Komarck
Komatsu	Miwa	Miwa Komatsu
Konchalovsky	Pyotr	Pyotr Konchalovsky
Kondo	Kazuhisa	Kazuhisa Kondo	-	
Kopinski	Karl	Karl Kopinski	-	
Koresh	Omri	Omri Koresh	scene, dark, digital	
Korolev	Oleg	Oleg Korolev	-	
Kotarbiński	Wilhelm	Wilhelm Kotarbiński	-	
Kotin	Albert	Albert Kotin	-	
Kōzan	Makuzu	Makuzu Kōzan	-	
Krenkel	Roy	Roy Krenkel	-	
Kruyder	Herman	Herman Kruyder	-	
Kuindzhi	Arkhyp	Arkhyp Kuindzhi	-	
Kuksi	Kris	Kris Kuksi	-	
Kutsche 	Michael 	Michael  Kutsche 	character, fantasy, dark	
Labisse	Félix	Félix Labisse	-	
LaBrooy	Chris	Chris LaBrooy	-	
Ladrönn	José	José Ladrönn
Lady Gaga Lady Gaga	-	
Laloux	René	René Laloux	-	
Laubser	Maggie	Maggie Laubser	-	
Le	John	John Le	-	
Leblanc	André	André Leblanc	-	
Lebrun	Rico	Rico Lebrun	-	
Ledesma	Clara	Clara Ledesma	-	
Ledroit	Olivier	Olivier Ledroit
Lee	Joong Keun	Joong Keun Lee	-	
Lee	Stan	Stan Lee	-	
Lefèbvre	Claude	Claude Lefèbvre	baroque, portrait	
Lefevre	Vincent	Vincent Lefevre	-	
Lefler	Franz	Franz Lefler	-	
Lefou	Auguste	Auguste Lefou
Lehmbruck	Wilhelm	Wilhelm Lehmbruck	-	
Lemmen	Georges	Georges Lemmen
Lemmer	Alayna	Alayna Lemmer
Leroy	Eugene	Eugene Leroy
Lettl	Wolfgang	Wolfgang Lettl
Levine	Jack	Jack Levine	-	
Lewandowski	Mariusz	Mariusz Lewandowski	fantasy, surrealism, dark	
Liberto	John	John Liberto	-	
Lieske	Daniel	Daniel Lieske
Limon	Jason	Jason Limon	-	
Lockwood	Todd	Todd Lockwood	-	
Logsdail	William	William Logsdail	-	
Lohse-Wächtler	Elfriede	Elfriede Lohse-Wächtler	-	
Loughridge	Lee	Lee Loughridge
Lovag	Antti	Antti Lovag	-	
Luttichuys	Simon	Simon Luttichuys	still life, renaissance	
MacFarlane	Seth	Seth MacFarlane	-	
Maeda	Mahiro	Mahiro Maeda	-	
Mägi	Konrad	Konrad Mägi	-	
Magnaldo	Alastair	Alastair Magnaldo
Magnelli	Alberto	Alberto Magnelli
Maguire	Robert	Robert Maguire	scene, portrait	
Malfatti	Anita	Anita Malfatti	-	
Malkin	David	David Malkin	-	
Mallo	Maruja	Maruja Mallo	-	
Mambour	Auguste	Auguste Mambour	-	
Manabe	Johji	Johji Manabe	-	
Manini	Jack	Jack Manini	-	
Manookian	Arman	Arman Manookian	-	
Mansour	Sliman	Sliman Mansour	-	
Marcela-Froideval	François	François Marcela-Froideval	-	
Marchetti	Lou	Lou Marchetti
Martchenko	Michael	Michael Martchenko	-	
Maruo	Suehiro	Suehiro Maruo
Masaharu	Takasaki	Takasaki Masaharu	-	
Masons	Keos	Keos Masons	-	
Matsui	Fuyuko	Fuyuko Matsui
Maurer	Alfred Henry	Alfred Henry Maurer	-	
Maya	Rubén	Rubén Maya	-	
Mayle	Sam	Sam Mayle	-	
McAllister	Cristina	Cristina McAllister
McCoy	Jon	Jon McCoy	-	
McGuinness	Norah	Norah McGuinness
McGuinness	Tom	Tom McGuinness
Mckadesinsanity Mckadesinsanity
McKinnon	Seb	Seb McKinnon	-	
Medková	Emila	Emila Medková	-	
Mehoffer	Józef	Józef Mehoffer	-	
Meidner	Ludwig	Ludwig Meidner	-	
Melan	Claude	Claude Melan	-	
Meller	Vadim	Vadim Meller	-	
Miller	Lee	Lee Miller	-	
Miller	Ron	Ron Miller	-	
Minguez	Victor Adame	Victor Adame Minguez	fantasy, character, digital	
Mintchine	Abraham	Abraham Mintchine	-	
Molin	Benoît-Hermogaste	Benoît-Hermogaste Molin
Moline	Robin	Robin Moline	-	
Molloy	Matt	Matt Molloy
Moonan	John	John Moonan	-	
Moore	Marcel	Marcel Moore	-	
Morimoto	Kōji	Kōji Morimoto	-	
Morsi	Ahmed	Ahmed Morsi	-	
Mosquera	Victor	Victor Mosquera	-	
Mr. Doodle Mr. Doodle	-	
Mueller	Otto	Otto Mueller	-	
Müller	Otto	Otto Müller	-	
Munsch	Robert	Robert Munsch	-	
Musashi	Miyamoto	Miyamoto Musashi	-	
Musgrove	Scott	Scott Musgrove	-	
Myers	Ed	Ed Myers	surrealism,	
Nagualero	Ric	Ric Nagualero
Nakai	Tsubasa	Tsubasa Nakai	-	
Nakian	Reuben	Reuben Nakian	-	
Nash	John	John Nash	-	
Nesch	Rolf	Rolf Nesch	-	
Nielsen	Terese	Terese Nielsen	-	
Nightow	Yasuhiro	Yasuhiro Nightow	-	
Normal	David	David Normal	-	
Norman	Max Magnus	Max Magnus Norman	-	
Norman	Polly	Polly Norman	-	
Northrup	Don	Don Northrup
Northrup	Tony	Tony Northrup
Northup	Don	Don Northup
Oga	Kazuo	Kazuo Oga	-	
Ōi	Katsushika	Katsushika Ōi	ukiyo-e	
Oka	Yasutomo	Yasutomo Oka	-	
Okamoto	Tarō	Tarō Okamoto	-	
Okawara	Kunio	Kunio Okawara	-	
Ōkyo	Maruyama	Maruyama Ōkyo	-	
Olbiński	Rafał	Rafał Olbiński	surrealism, cloudscape, figurativism	
Oldham	Brian	Brian Oldham
Onchi	Kōshirō	Kōshirō Onchi	-	
Or	Hinchel	Hinchel Or	-	
Orbik	Glen	Glen Orbik	-	
Ortega	Gilberto Hernández	Gilberto Hernández Ortega	-	
Ortiz	Karla	Karla Ortiz
Ossola	Raffeaello	Raffeaello Ossola	-	
Ōtsuji	Kiyoji	Kiyoji Ōtsuji	-	
Otus	Erol	Erol Otus	-	
Ozenfant	Amedee	Amedee Ozenfant	-	
Paalen	Wolfgang	Wolfgang Paalen	-	
Palencar	John Jude	John Jude Palencar	-	
Panikanova	Ekaterina	Ekaterina Panikanova	-	
Papazoff	Georges	Georges Papazoff	-	
Paquette	Adam	Adam Paquette	-	
Parker	Jake	Jake Parker	-	
Parker	Lisa	Lisa Parker	-	
Parthenis	Konstantinos	Konstantinos Parthenis	-	
Pass	Donald	Donald Pass	-	
Paul	Gen	Gen Paul	-	
Pelissero	Silvia	Silvia Pelissero
Penrose	Valentine	Valentine Penrose	-	
Petagno	Joe	Joe Petagno	-	
Petruk (APe)	Alex	Alex Petruk (APe)	-	
Philipon	Charles	Charles Philipon	-	
Picenardi	Mauro	Mauro Picenardi	-	
Pimenov	Yuri Ivanovich	Yuri Ivanovich Pimenov	-	
Pinker	Stanley	Stanley Pinker	-	
Pishtar	Julia	Julia Pishtar
Pitt	Suzan	Suzan Pitt	-	
Podolchak	Ihor	Ihor Podolchak	-	
Pollem	Samson	Samson Pollem	scene, comics	
Pomodoro	Arnoldo	Arnoldo Pomodoro	sculpture, detailed	
Pontet	Cyril	Cyril Pontet
Powers	Richard M.	Richard M. Powers	-	
Poyser	Victoria	Victoria Poyser	-	
Pratt	Hugo	Hugo Pratt
Prezio	Victor	Victor Prezio	scene, character	
Prins	Theo	Theo Prins	-	
Pui-Mun Law	Stephanie	Stephanie Pui-Mun Law
Purser	Sarah	Sarah Purser	-	
Pushwagner	Hariton	Hariton Pushwagner	-	
